file,livetime,date,time,gain,gain_formula,fast_count,slow_count,raw_data_length,peak_energy_keV,fit_range_min_keV,fit_range_max_keV,fit_points,fit_r_squared,fit_mean_squared_error,fit_residual_std_error,fit_slope,fit_slope_error,alpha,alpha_error,fit_intercept_beta,fit_intercept_beta_error,spectral_temperature,spectral_temperature_error,spectral_temperature_error_type,plot_file,datetime,O8+_beam_current,O8+_batman_current,O8+_mq,O7+_beam_current,O7+_batman_current,O7+_mq,O6+_beam_current,O6+_batman_current,O6+_mq,O5+_beam_current,O5+_batman_current,O5+_mq,O4+_beam_current,O4+_batman_current,O4+_mq,O3+_beam_current,O3+_batman_current,O3+_mq,O2+_beam_current,O2+_batman_current,O2+_mq,Detector,Comments,Action,Gain,Run,CSD,Inj (A),Extr (A),Cent (A),Sext (A),Inj (T),Extr (T),Cent (T),Sext (T),Inj Pres (-7),Oxygen %,Xenon %,Extr HV,Extr I,Puller HV,Puller I,Bias V,Bias I,28 GHz,18 GHz,14 GHz,JYB Bmin (T),JYB Ts
Run09.mca,180,10/14/2025,1:03:31 PM,10.001376,9.84 x 1.0164,31216,31266,1024,143.8411924,148.0344893,249.7219385,195,0.580286245,0.042016987,0.206039792,-0.008168703,0.000500069,0.008168703,0.000500069,1.598726488,0.100541376,122.4184602,7.494173112,1-sigma propagated from slope standard error,Run09_analysis.png,10/14/2025 13:03,0.000147107,51.844,1.988674087,0.000317228,55.998,2.268169145,0.000422429,60.548,2.693112233,2.00E-05,69.083,3.234314981,0.000217426,73.507,3.989586001,0.000188557,84.556,5.304592037,0.000133897,103.118,7.974774605,,,,10,8,13:00:26,185,151,149,430,3.39,2.09,0.53,2.05,3.54,7.98,,12.5,4.83,2,0.039,13,5.38,5005,1012,0,,
Run10.mca,180,10/14/2025,1:10:01 PM,10.001376,9.84 x 1.0164,32716,32722,1024,140.6962197,145.4136787,249.7219385,200,0.550241195,0.048740468,0.221884646,-0.008069228,0.000518457,0.008069228,0.000518457,1.60451367,0.103625049,123.9275901,7.96248625,1-sigma propagated from slope standard error,Run10_analysis.png,10/14/2025 13:10,0.00012745,52.194,2.011858736,2.69E-05,56.484,2.30600624,0.00040801,60.32,2.679244893,2.00E-05,69.147,3.245241144,0.000226448,73.443,3.978659838,0.000187092,84.77,5.33,0.000118069,103.248,7.99351347,,,,10,10,13:14:20,185,151,149,430,3.39,2.09,0.53,2.05,4.46,7.98,,12.5,5.848,2,0.101,13,6.57,5501,1475,0,,
Run11.mca,180,10/14/2025,1:16:33 PM,10.001376,9.84 x 1.0164,29361,29427,1024,140.6962197,155.8969209,248.6736143,178,0.609697794,0.037971345,0.195966419,-0.009042669,0.00054536,0.009042669,0.00054536,1.698336921,0.11129189,110.5868152,6.66945288,1-sigma propagated from slope standard error,Run11_analysis.png,10/14/2025 13:16,0.000102246,52.016,1.999869817,0.000271495,56.075,2.273357342,0.000460702,60.468,2.6882465,1.91E-05,68.945,3.210755442,0.000265145,73.75,4.021608641,0.000218239,84.658,5.316702375,0.000121767,103.154,7.979963829,,,,10,11,13:20:32,185,151,149,430,3.39,2.09,0.53,2.05,5.54,7.98,,12.5,5.74,2,0.186,13,7.76,5005,1482,0,,
Run12.mca,180,10/14/2025,1:22:19 PM,10.001376,9.84 x 1.0164,26245,26249,1024,149.6069756,151.703624,249.7219385,188,0.534695481,0.044467378,0.212003589,-0.007946551,0.000543548,0.007946551,0.000543548,1.370982502,0.110187189,125.8407573,8.607563382,1-sigma propagated from slope standard error,Run12_analysis.png,10/14/2025 13:22,9.71E-05,52.017,1.999934909,0.0002573,55.75,2.251459108,0.000441355,60.545,2.692929768,1.81E-05,69.013,3.22236449,0.000259749,73.566,3.999658557,0.000209607,84.498,5.297705767,0.000121186,103.334,8,,,,10,12,13:25:54,185,151,149,430,3.39,2.09,0.53,2.05,5.38,7.98,,12.5,5.53,2,0.161,13,7.6,4504,1484,0,,
Run13.mca,180,10/14/2025,1:27:44 PM,10.001376,9.84 x 1.0164,23576,23606,1024,142.2687061,148.0344893,249.7219385,195,0.585751803,0.046682803,0.217178641,-0.008707652,0.000527104,0.008707652,0.000527104,1.411062141,0.105976807,114.8415211,6.951744114,1-sigma propagated from slope standard error,Run13_analysis.png,10/14/2025 13:27,9.84E-05,52.369,2.023650093,0.000263841,55.997,2.268101766,0.00040441,60.396,2.68386734,1.78E-05,68.949,3.211438327,0.000246699,73.692,4.014722371,0.000201462,84.716,5.323588645,0.000122001,103.16,7.980828699,,,,10,13,13:30:48,185,151,149,430,3.39,2.09,0.53,2.05,4.75,7.98,,12.5,5.291,2,0.106,13,6.88,4000,1491,0,,
Run14.mca,180,10/14/2025,1:34:14 PM,10.001376,9.84 x 1.0164,22060,22106,1024,149.0828135,151.1794619,248.6736143,187,0.575012937,0.046375612,0.2165109,-0.008852896,0.000559562,0.008852896,0.000559562,1.380235201,0.112986218,112.9573819,7.139664444,1-sigma propagated from slope standard error,Run14_analysis.png,10/14/2025 13:34,0.000103216,52.283,2.017855483,0.000268134,56.161,2.279151952,0.000416728,60.548,2.693112233,1.75E-05,68.95,3.211609048,0.000231405,73.569,4.000118729,0.000188136,84.502,5.298180682,0.000121126,103.029,7.961945689,,,,10,14,13:41:29,185,151,149,430,3.39,2.09,0.53,2.05,4.1,7.98,,12.5,4.717,2,0.074,13,5.72,3516,1718,0,,
Run15.mca,180,10/14/2025,1:43:20 PM,10.001376,9.84 x 1.0164,20157,20188,1024,139.6478955,144.8895166,249.7219385,201,0.427577397,0.073439889,0.272356345,-0.007701039,0.000631646,0.007701039,0.000631646,1.074269057,0.126099284,129.8526132,10.65062694,1-sigma propagated from slope standard error,Run15_analysis.png,10/14/2025 13:43,0.000125195,52.195,2.011926115,2.09E-05,56.324,2.290197608,0.000437823,60.245,2.674683268,1.73E-05,69.017,3.223047375,0.000229056,73.694,4.014959829,0.000190967,84.718,5.323826102,0.000138038,103.251,7.993945905,,,,10,15,13:47:26,185,151,149,430,3.39,2.09,0.53,2.05,3.45,7.98,,12.5,4.634,2,0.044,13,4.75,3015,1735,0,,
Run16.mca,180,10/14/2025,1:50:17 PM,10.001376,9.84 x 1.0164,18588,18639,1024,142.7928682,144.8895166,248.6736143,199,0.490911486,0.065952488,0.258112487,-0.008375253,0.000607659,0.008375253,0.000607659,1.137095743,0.120967855,119.3993754,8.662913823,1-sigma propagated from slope standard error,Run16_analysis.png,10/14/2025 13:50,0.000121746,51.666,1.977087808,2.09E-05,56.403,2.29800312,0.00043416,60.32,2.679244893,1.72E-05,69.147,3.245241144,0.000165192,73.505,3.989244558,0.000192092,84.554,5.30435458,0.000131609,103.248,7.99351347,,,,10,16,13:53:27,185,151,149,430,3.39,2.09,0.53,2.05,3.28,7.98,,12.5,4.337,2,0.041,13,4.69,2497,1735,0,,
Run17.mca,180,10/14/2025,1:55:27 PM,10.001376,9.84 x 1.0164,16089,16121,1024,149.6069756,152.2277862,249.1977764,186,0.422576594,0.076795447,0.278621931,-0.008423481,0.000725901,0.008423481,0.000725901,0.993908151,0.147122862,118.7157673,10.23043181,1-sigma propagated from slope standard error,Run17_analysis.png,10/14/2025 13:55,0.000102043,52.281,2.017720725,1.89E-05,55.833,2.25705158,0.000395806,60.471,2.688428965,1.64E-05,68.749,3.191910718,0.000199602,73.63,4.007361186,0.000182898,84.716,5.323588645,0.000134667,103.204,7.987171085,,,,10,17,13:58:35,185,151,149,430,3.39,2.09,0.53,2.05,3,7.98,,12.5,3.917,2,0.029,13,4.54,2004,1735,0,,
Run18.mca,180,10/14/2025,1:59:48 PM,10.001376,9.84 x 1.0164,12979,13032,1024,148.5586514,153.2761104,246.5769659,179,0.354474921,0.135215553,0.369788335,-0.010060702,0.001020482,0.010060702,0.001020482,1.101488555,0.205885143,99.39664637,10.08205125,1-sigma propagated from slope standard error,Run18_analysis.png,10/14/2025 13:59,8.47E-05,52.543,2.035374071,0.000229319,56.16,2.279084572,0.000343617,60.547,2.693051412,1.56E-05,68.882,3.2,0.000177914,73.568,4,0.000169257,84.716,5.323588645,0.000131953,103.071,7.967999784,,,,10,18,14:03:18,185,151,149,430,3.39,2.09,0.53,2.05,2.73,7.98,,12.5,3.536,2,0.023,13,4.16,1502,1518,0,,
Run19.mca,180,10/14/2025,2:04:28 PM,10.001376,9.84 x 1.0164,10983,11007,1024,137.027085,141.744544,232.4245889,174,0.361887005,0.091342872,0.303981904,-0.00864486,0.000875298,0.00864486,0.000875298,0.64856292,0.165368352,115.6756761,11.71224432,1-sigma propagated from slope standard error,Run19_analysis.png,10/14/2025 14:04,7.15E-05,52.456,2.029512082,0.000196904,56.078,2.27355948,0.000308587,60.244,2.674622447,1.50E-05,69.081,3.233973538,0.000123846,73.568,4,0.000155294,84.662,5.31717729,0.000131334,103.248,7.99351347,,,,10,19,14:08:12,185,151,149,430,3.39,2.09,0.53,2.05,2.42,7.98,,12.5,3.273,2,0.019,13,3.63,1006,1521,0,,
Run20.mca,180,10/14/2025,2:09:31 PM,10.001376,9.84 x 1.0164,7721,7735,1024,142.2687061,156.421083,229.2796163,140,0.333434269,0.159200284,0.40188,-0.013321821,0.001603395,0.013321821,0.001603395,1.176570358,0.311075026,75.06481404,9.03468978,1-sigma propagated from slope standard error,Run20_analysis.png,10/14/2025 14:09,7.17E-05,52.456,2.029512082,0.000200829,55.997,2.268101766,0.000315948,60.547,2.693051412,1.49E-05,68.749,3.191910718,0.000145052,73.63,4.007361186,0.000143301,84.77,5.33,0.000126691,103.248,7.99351347,,,,10,20,14:12:36,185,151,149,430,3.39,2.09,0.53,2.05,2.35,7.98,,12.5,2.7,2,0.02,13,3.4,499,1516,0,,
Run21.mca,180,10/14/2025,2:14:05 PM,10.001376,9.84 x 1.0164,9176,9199,1024,141.2203819,143.8411924,246.5769659,197,0.299075285,0.170761579,0.415346819,-0.009055533,0.000992755,0.009055533,0.000992755,0.543862095,0.196041147,110.4297209,12.10637419,1-sigma propagated from slope standard error,Run21_analysis.png,10/14/2025 14:14,3.99E-05,52.369,2.023650093,0.000122917,56.078,2.27355948,0.000263118,60.244,2.674622447,1.47E-05,68.816,3.19598577,0.000136914,73.63,4.007361186,0.000125237,84.662,5.31717729,0.000139084,103.204,7.987171085,,,,10,21,14:17:12,185,151,149,430,3.39,2.09,0.53,2.05,2.31,7.98,,12.5,2.981,2,0.038,13,3.53,1002,1013,0,,
Run22.mca,180,10/14/2025,2:18:34 PM,10.001376,9.84 x 1.0164,4673,4692,1024,142.2687061,152.7519483,189.4432959,71,0.211385828,0.143036261,0.383643376,-0.018227976,0.004238462,0.018227976,0.004238462,1.388742147,0.72661858,54.86072585,12.75649489,1-sigma propagated from slope standard error,Run22_analysis.png,10/14/2025 14:18,4.93E-05,52.283,2.017855483,1.49E-05,56.242,2.284609665,0.000278119,60.321,2.679305715,1.44E-05,69.083,3.234314981,0.000136485,73.507,3.989586001,0.000137553,84.61,5.311003392,0.000131683,103.118,7.974774605,,,,10,22,14:22:33,185,151,149,430,3.39,2.09,0.53,2.05,2.55,7.98,,12.5,2.535,2,0.024,13,2.06,498,506,0,,
Run23.mca,180,10/14/2025,2:23:56 PM,10.001376,9.84 x 1.0164,1809,1815,1024,137.5512471,166.9043252,188.3949717,38,0.111594013,0.20949567,0.470249208,-0.025034432,0.011772583,0.025034432,0.011772583,1.740640581,2.092461536,39.94498517,18.78435575,1-sigma propagated from slope standard error,Run23_analysis.png,10/14/2025 14:23,2.74E-05,52.018,2,0.000107155,55.833,2.25705158,0.000233394,60.471,2.688428965,1.56E-05,68.949,3.211438327,0.000129064,73.568,4,0.000115037,84.662,5.31717729,0.000131014,103.248,7.99351347,,28 GHz set to 0 W,,10,23,14:27:19,185,151,149,430,3.39,2.09,0.53,2.05,2.81,7.98,,12.5,2.11,2,0.026,13,1.28,0,505,0,,
Run24.mca,180,10/14/2025,2:29:10 PM,10.001376,9.84 x 1.0164,2903,2908,1024,137.5512471,219.3205362,243.9561553,39,0.172093411,0.272489479,0.53592783,-0.032362194,0.011669322,0.032362194,0.011669322,4.985711394,2.701210955,30.90025363,11.14216871,1-sigma propagated from slope standard error,Run24_analysis.png,10/14/2025 14:29,1.26E-05,52.195,2.011926115,7.41E-06,56.567,2.314206968,0.000141934,60.17,2.670121643,1.21E-05,69.017,3.223047375,9.22E-05,73.632,4.007598643,0.000105468,84.772,5.33028829,0.00013099,103.207,7.98760352,,,,10,24,14:33:30,185,151,149,430,3.39,2.09,0.53,2.05,2.63,7.98,,12.5,2.291,2,0.03,13,1.56,0,987,0,,
Run25.mca,180,10/14/2025,2:38:19 PM,10.001376,9.84 x 1.0164,4477,4494,1024,145.9378408,157.9935694,247.6252901,167,0.184657899,0.212393696,0.463646594,-0.008367489,0.001368797,0.008367489,0.001368797,-0.314307168,0.279374895,119.5101671,19.55009493,1-sigma propagated from slope standard error,Run25_analysis.png,10/14/2025 14:38,4.29E-05,52.457,2.029579461,0.000141928,55.835,2.257186338,0.000220786,60.548,2.693112233,1.28E-05,69.017,3.223047375,0.000115432,73.694,4.014959829,0.000124787,84.718,5.323826102,0.000129423,103.207,7.98760352,,18 GHz set to 0 W,,10,25,14:42:05,185,151,149,430,3.39,2.09,0.53,2.05,2.34,7.98,,12.5,2.66,2,0.031,13,2.03,0,1484,0,,
Run26.mca,180,10/14/2025,2:43:49 PM,10.001376,9.84 x 1.0164,2781,2794,1024,141.2203819,191.5399444,213.0305909,39,0.198817476,0.204865203,0.464692369,-0.036643672,0.01209307,0.036643672,0.01209307,4.959351525,2.445513186,27.28984141,9.006138166,1-sigma propagated from slope standard error,Run26_analysis.png,10/14/2025 14:43,4.29E-05,52.457,2.029579461,0.000141928,55.835,2.257186338,0.000220786,60.548,2.693112233,1.28E-05,69.017,3.223047375,0.000115432,73.694,4.014959829,0.000124787,84.718,5.323826102,0.000129423,103.207,7.98760352,,,,10,26,14:49:24,185,151,149,430,3.39,2.09,0.53,2.05,2.72,7.98,,12.5,2.061,2,0.028,13,1,484,0,0,,
Run27.mca,180,10/14/2025,2:50:10 PM,10.001376,9.84 x 1.0164,5275,5293,1024,149.6069756,157.9935694,249.7219385,165,0.205490638,0.161163089,0.40390661,-0.007793406,0.001200292,0.007793406,0.001200292,-0.300524779,0.244358276,128.3136005,19.76206751,1-sigma propagated from slope standard error,Run27_analysis.png,10/14/2025 14:50,1.64E-05,52.194,2.011858736,1.01E-05,56.484,2.30600624,0.000176843,60.32,2.679244893,1.43E-05,69.081,3.233973538,0.000101825,73.692,4.014722371,0.000112821,84.554,5.30435458,0.000147692,103.248,7.99351347,,,,10,27,14:53:17,185,151,149,430,3.39,2.09,0.53,2.05,3.2,7.98,,12.5,2.579,2,0.035,13,2.35,993,0,0,,
Run28.mca,180,10/14/2025,2:55:15 PM,10.001376,9.84 x 1.0164,7933,7946,1024,149.6069756,154.8485967,249.7219385,181,0.315840168,0.199360367,0.448985364,-0.011069162,0.00121768,0.011069162,0.00121768,0.76745128,0.248267048,90.34107763,9.938111296,1-sigma propagated from slope standard error,Run28_analysis.png,10/14/2025 14:55,2.51E-05,52.457,2.029579461,9.65E-05,55.998,2.268169145,0.00020529,60.548,2.693112233,1.63E-05,68.884,3.200341443,0.00011498,73.632,4.007598643,0.00012249,84.772,5.33028829,0.00013569,103.162,7.98111699,,,,10,27,14:53:17,185,151,149,430,3.39,2.09,0.53,2.05,3.2,7.98,,12.5,2.579,2,0.035,13,2.35,993,0,0,,
Run30.mca,179.532,10/14/2025,3:27:09 PM,10.001376,9.84 x 1.0164,3143,3135,1024,144.8895166,149.6069756,249.1977764,171,0.199344005,0.275941873,0.528400849,-0.009384746,0.001446774,0.009384746,0.001446774,-0.577756578,0.285935944,106.5558938,16.42689626,1-sigma propagated from slope standard error,Run30_analysis.png,10/14/2025 15:27,7.15E-06,51.933,1.994467226,9.07E-06,56.406,2.298299532,0.000138397,60.095,2.662787311,1.31E-05,69.085,3.234656423,0.000107924,73.633,4.007717372,9.17E-05,84.828,5.338360417,0.000122858,103.165,7.981549425,,"only 18 GHz, 1000 W",,10,30,15:30:12,122,130,93,430,2.27,1.81,0.52,2.05,2.82,7.98,,12.5,2.1,2,0.041,13,1.28,0,984,0,,
Run31.mca,179.982,10/14/2025,3:35:05 PM,10.001376,9.84 x 1.0164,44561,44561,1024,76.22428028,127.592167,249.7219385,234,0.751855873,0.032456335,0.180931289,-0.008856827,0.000334056,0.008856827,0.000334056,1.850444081,0.064122269,112.9072564,4.258557973,1-sigma propagated from slope standard error,Run31_analysis.png,10/14/2025 15:35,2.60E-05,52.109,2.006131506,1.52E-05,56.325,2.290296412,0.00027713,60.474,2.68861143,2.16E-05,69.018,3.223218096,0.000178395,73.509,3.989927443,0.000159966,84.45,5.292006785,6.89E-05,103.342,8,,had to be 93 A for Bmin > 0.579 T for 18 GHz interlock,,10,31,15:38:11,122,120,87,430,2.27,1.69,0.51,2.05,2.74,7.98,,12.5,2.6,2,0.125,13,2,0,986,0,,
Run32.mca,179.748,10/14/2025,3:42:04 PM,10.001376,9.84 x 1.0164,57163,57093,1024,75.70011817,134.9304365,248.6736143,218,0.777502822,0.027176723,0.165615094,-0.009342441,0.000340052,0.009342441,0.000340052,2.26130244,0.066180075,107.0384094,3.89604566,1-sigma propagated from slope standard error,Run32_analysis.png,10/14/2025 15:42,2.69E-05,51.93,1.994271952,1.35E-05,56.646,2.32201248,0.00026725,60.244,2.674622447,2.61E-05,69.081,3.233973538,0.000202508,73.381,3.968075117,0.000156495,84.662,5.31717729,7.31E-05,103.337,8,,,,10,32,15:45:09,122,110,81,430,2.27,1.55,0.51,2.05,2.76,7.98,,12.5,2.456,2,0.089,13,1.25,0,988,0,,
Run33.mca,179.73,10/14/2025,3:48:29 PM,10.001376,9.84 x 1.0164,59851,59770,1024,76.22428028,131.2613018,249.1977764,226,0.730005678,0.027345709,0.166101978,-0.007951539,0.000323103,0.007951539,0.000323103,2.045079227,0.062448994,125.7618136,5.110212728,1-sigma propagated from slope standard error,Run33_analysis.png,10/14/2025 15:48,1.47E-05,52.109,2.006131506,7.30E-05,56.162,2.279219331,0.000174132,60.323,2.679427358,2.77E-05,68.753,3.192154005,0.000236379,73.696,4.015197286,0.00014951,84.828,5.338360417,6.49E-05,103.298,8,,,,10,33,15:51:32,122,100,75,430,2.27,1.43,0.5,2.05,2.81,7.98,,12.5,2.3,2,0.1,13,1.35,0,991,0,,
Run34.mca,179.838,10/14/2025,3:54:46 PM,10.001376,9.84 x 1.0164,53094,53052,1024,76.22428028,138.0754092,249.1977764,213,0.753172365,0.022946868,0.152198468,-0.00821036,0.000323572,0.00821036,0.000323572,1.999315242,0.063517278,121.7973429,4.800055828,1-sigma propagated from slope standard error,Run34_analysis.png,10/14/2025 15:54,1.30E-05,52.106,2.005929368,7.30E-05,55.997,2.268101766,0.000243843,60.471,2.688428965,2.97E-05,68.749,3.191910718,0.000214426,73.692,4.014722371,0.000135301,84.824,5.337783836,7.09E-05,103.293,8,,,,10,34,15:57:51,122,90,68,430,2.28,1.3,0.5,2.05,3,7.98,,12.5,2.37,2,0.1,13,0.72,0,990,0,,
Run35.mca,120,10/14/2025,4:12:36 PM,10.001376,9.84 x 1.0164,2089,2097,1024,148.5586514,187.3466475,207.7889698,35,0.128618011,0.305848217,0.569547603,-0.034795766,0.015766047,0.034795766,0.015766047,4.587049893,3.120008796,28.73912889,13.02177015,1-sigma propagated from slope standard error,Run35_analysis.png,10/14/2025 16:12,2.45E-05,52.017,1.999934909,1.13E-05,56.564,2.313910556,0.000208168,60.166,2.669802392,1.95E-05,69.079,3.233632096,0.000145574,73.628,4.007123728,0.000155224,84.714,5.323351187,1.99E-05,104.083,8,,,,10,35,16:14:39,122,128,93,385,2.27,1.8,0.52,1.84,2.61,7.98,,12.5,2.4,2,0.06,13,2.57,0,991,0,,
Run36.mca,120,10/14/2025,4:17:50 PM,10.001376,9.84 x 1.0164,2681,2693,1024,148.5586514,154.8485967,175.8150811,41,0.132783152,0.245495794,0.508020986,-0.031260795,0.012792637,0.031260795,0.012792637,3.249385102,2.116517811,31.9889496,13.09061477,1-sigma propagated from slope standard error,Run36_analysis.png,10/14/2025 16:17,2.36E-05,52.283,2.017855483,1.27E-05,56.405,2.298200728,0.000242797,60.094,2.662688508,2.06E-05,69.083,3.234314981,0.000169448,73.632,4.007598643,0.000157265,84.556,5.304592037,8.14E-05,103.295,8,,,,10,36,16:19:57,122,116,86,385,2.27,1.63,0.5,1.84,2.59,7.98,,12.5,2.461,2,0.097,13,2.19,0,987,0,,
Run37.mca,119.856,10/14/2025,4:23:34 PM,10.001376,9.84 x 1.0164,32783,32747,1024,76.22428028,134.4062744,249.7219385,221,0.677171733,0.041389532,0.204371031,-0.008811423,0.000411112,0.008811423,0.000411112,2.03778106,0.080147732,113.4890441,5.295027829,1-sigma propagated from slope standard error,Run37_analysis.png,10/14/2025 16:23,3.10E-05,52.017,1.999934909,0.000109805,56.158,2.278949814,0.000331259,60.47,2.688368143,2.40E-05,68.947,3.211096884,0.000208195,73.566,3.999658557,0.000126073,84.768,5.329762542,6.31E-05,103.467,8,,,,10,37,16:25:37,122,104,77,385,2.28,1.48,0.51,1.84,2.67,7.98,,12.5,2.4,2,0.079,13,1.35,0,991,0,,
Run38.mca,119.748,10/14/2025,4:29:38 PM,10.001376,9.84 x 1.0164,45261,45174,1024,76.22428028,133.8821123,249.7219385,222,0.702658005,0.03354601,0.18398634,-0.008381866,0.000367608,0.008381866,0.000367608,2.277177353,0.071581193,119.3051693,5.232437476,1-sigma propagated from slope standard error,Run38_analysis.png,10/14/2025 16:29,1.56E-05,52.281,2.017720725,8.33E-05,55.669,2.246001394,0.000194129,60.471,2.688428965,2.22E-05,69.015,3.222705933,0.000174361,73.505,3.989244558,0.000112544,84.824,5.337783836,4.31E-05,103.558,8,,,,10,38,16:31:41,122,92,68,385,2.27,1.32,0.51,1.84,2.73,7.98,,12.5,2,2,0.075,13,1.25,0,987,0,,
Run39.mca,120,10/14/2025,4:45:06 PM,10.001376,9.84 x 1.0164,1856,1857,1024,140.1720576,197.3057276,239.2386963,53,0.165447741,0.179458118,0.431851469,-0.015571084,0.004897,0.015571084,0.004897,0.956491539,1.065494769,64.22160497,20.19725808,1-sigma propagated from slope standard error,Run39_analysis.png,10/14/2025 16:45,1.89E-05,52.281,2.017720725,6.71E-05,55.997,2.268101766,0.000209698,60.092,2.6624909,2.03E-05,69.015,3.222705933,0.0001446,73.692,4.014722371,0.00015343,84.608,5.310765935,7.74E-06,104.13,8,,,,10,39,16:47:37,122,128,93,340,2.27,1.8,0.51,1.62,2.59,7.98,,12.5,2.398,2,0.033,13,2.75,0,988,0,,
Run40.mca,120,10/14/2025,4:52:25 PM,10.001376,9.84 x 1.0164,1988,1989,1024,143.3170303,170.0492979,195.7332412,48,0.374781088,0.187508603,0.442336016,-0.044175948,0.008412676,0.044175948,0.008412676,5.883299533,1.541673124,22.63675248,4.310845175,1-sigma propagated from slope standard error,Run40_analysis.png,10/14/2025 16:52,1.89E-05,52.281,2.017720725,6.71E-05,55.997,2.268101766,0.000209698,60.092,2.6624909,2.03E-05,69.015,3.222705933,0.0001446,73.692,4.014722371,0.00015343,84.608,5.310765935,7.74E-06,104.13,8,,,,10,40,16:58:06,122,116,86,340,2.27,1.64,0.51,1.62,2.6,7.98,,12.5,2.202,2,0.059,14,2.5,0,986,0,,
Run41.mca,120,10/14/2025,5:08:07 PM,10.001376,9.84 x 1.0164,2693,2699,1024,140.1720576,204.6439971,226.6588057,37,0.333183891,0.186145019,0.443601034,-0.049874171,0.011926217,0.049874171,0.011926217,8.608486767,2.573614722,20.05045853,4.794588401,1-sigma propagated from slope standard error,Run41_analysis.png,10/14/2025 17:08,2.59E-05,52.018,2,0.000117896,55.997,2.268101766,0.000296558,60.471,2.688428965,2.63E-05,68.949,3.211438327,0.000203104,73.692,4.014722371,0.000136858,84.824,5.337783836,7.74E-05,103.293,8,,,,10,41,17:10:17,122,104,77,340,2.27,1.48,0.51,1.62,2.6,7.98,,12.5,2.4,2,0.08,13,1.5,0,990,0,,
Run42.mca,119.796,10/14/2025,5:14:22 PM,10.001376,9.84 x 1.0164,22995,22958,1024,144.8895166,146.9861651,249.7219385,197,0.581920757,0.048798454,0.22203367,-0.008743192,0.000530701,0.008743192,0.000530701,1.703948127,0.106448743,114.3747031,6.942406718,1-sigma propagated from slope standard error,Run42_analysis.png,10/14/2025 17:14,1.37E-05,52.459,2.029714219,7.74E-05,55.999,2.268236524,0.000206828,60.323,2.679427358,2.68E-05,68.886,3.200682885,0.000197016,73.696,4.015197286,0.000116408,84.774,5.33057658,7.88E-05,103.386,8,,,,10,42,17:16:24,122,92,68,340,2.27,1.32,0.51,1.62,2.73,7.98,,12.5,2.1,2,0.15,13,1.16,0,988,0,,
Run43.mca,120,10/14/2025,5:32:54 PM,10.001376,9.84 x 1.0164,1780,1786,1024,146.462003,169.0009737,189.967458,38,0.269050777,0.261511358,0.525394867,-0.049302674,0.013543961,0.049302674,0.013543961,6.630849873,2.435221532,20.28287559,5.571918498,1-sigma propagated from slope standard error,Run43_analysis.png,10/14/2025 17:32,1.81E-05,52.369,2.023650093,9.75E-06,56.16,2.279084572,0.000231816,60.168,2.67,1.90E-05,69.081,3.233973538,0.000143002,73.692,4.014722371,0.000159512,84.77,5.33,9.33E-05,103.381,8,,,,10,43,17:35:12,122,128,93,295,2.27,1.79,0.51,1.41,2.55,7.98,,12.5,2.57,2,0.1,13,3,0,990,0,,
Run44.mca,120,10/14/2025,5:39:03 PM,10.001376,9.84 x 1.0164,1507,1515,1024,141.2203819,151.1794619,172.6701084,40,0.117443261,0.15054131,0.398076044,-0.022347526,0.009937907,0.022347526,0.009937907,1.217754248,1.609252759,44.74768213,19.89921817,1-sigma propagated from slope standard error,Run44_analysis.png,10/14/2025 17:39,1.74E-05,52.456,2.029512082,8.02E-05,55.915,2.262576673,0.000245593,60.471,2.688428965,1.98E-05,68.749,3.191910718,0.000178138,73.63,4.007361186,0.000176872,84.77,5.33,7.94E-05,103.293,8,,,,10,44,17:41:13,122,116,86,295,2.27,1.64,0.51,1.41,2.55,7.98,,12.5,2.4,2,0.086,13,2.6,0,990,0,,
Run45.mca,119.868,10/14/2025,5:45:49 PM,10.001376,9.84 x 1.0164,1878,1876,1024,144.8895166,196.2574034,217.7480498,37,0.171970276,0.246396589,0.51036888,-0.033583957,0.012456445,0.033583957,0.012456445,4.618507892,2.581029236,29.77612188,11.0441013,1-sigma propagated from slope standard error,Run45_analysis.png,10/14/2025 17:45,3.31E-05,52.281,2.017720725,0.000128157,55.915,2.262576673,0.000309913,60.471,2.688428965,2.45E-05,68.749,3.191910718,0.000203064,73.754,4.022083557,0.000143751,84.662,5.31717729,4.66E-05,103.337,8,,,,10,45,17:48:04,122,104,77,295,2.27,1.49,0.51,1.41,2.57,7.98,,12.5,2.3,2,0.111,13,2.1,0,993,0,,
Run46.mca,49.32,10/14/2025,5:53:24 PM,10.001376,9.84 x 1.0164,236,97,1024,149.6069756,211.9822666,247.101128,8,0.99727733,1.48E-05,0.004436668,0.007315703,0.000156052,-0.007315703,0.000156052,-3.573288158,0.035527953,-136.6922556,2.915800573,1-sigma propagated from slope standard error,Run46_analysis.png,10/14/2025 17:53,1.48E-05,52.369,2.023650093,1.28E-05,56.646,2.32201248,0.00024259,60.32,2.679244893,2.85E-05,69.081,3.233973538,0.000212211,73.381,3.968075117,9.97E-05,84.824,5.337783836,1.65E-05,103.822,8,,"weird, almost no counts",,10,46,17:56:11,122,92,68,295,2.28,1.34,0.52,1.41,2.83,7.98,,12.5,2.3,2,0.113,13,1.3,0,994,0,,
