file,livetime,start_time,number,date,time,gain,gain_formula,fast_count,slow_count,raw_data_length,peak_energy_keV,fit_range_min_keV,fit_range_max_keV,fit_points,fit_r_squared,fit_mean_squared_error,fit_residual_std_error,fit_slope,fit_slope_error,alpha,alpha_error,fit_intercept_beta,fit_intercept_beta_error,spectral_temperature,spectral_temperature_error,spectral_temperature_error_type,plot_file,fit_status
Run33.mca,120,7/9/2025 23:30,45847.98,7/9/2025,11:30:43 PM,9.998424,9.84 x 1.0161,479,1214,1024,134.9304365,209.3614561,240.8111827,32,0.084153751,0.134121963,0.378237263,-0.012888535,0.007762783,0.012888535,0.007762783,0.288502346,1.732438461,77.58833783,46.73156948,1-sigma propagated from slope standard error,Run33_analysis.png,ok
Run34.mca,120,7/9/2025 23:35,45847.98,7/9/2025,11:35:39 PM,9.998424,9.84 x 1.0161,2470,6405,1024,75.70011817,124.4471944,249.7219385,236,0.484059805,0.179967487,0.426034823,-0.01143366,0.000771663,0.01143366,0.000771663,0.64845793,0.146329187,87.46105732,5.902785005,1-sigma propagated from slope standard error,Run34_analysis.png,ok
Run35.mca,120,7/9/2025 23:39,45847.99,7/9/2025,11:39:17 PM,9.998424,9.84 x 1.0161,896,2477,1024,75.17595606,149.0828135,188.3949717,72,0.209405401,0.264192884,0.52128807,-0.023125752,0.005370687,0.023125752,0.005370687,1.699252458,0.90567107,43.24183701,10.04241346,1-sigma propagated from slope standard error,Run35_analysis.png,ok
Run36.mca,120,7/9/2025 23:44,45847.99,7/9/2025,11:44:35 PM,9.998424,9.84 x 1.0161,302,1123,1024,75.70011817,85.13503614,105.5773584,40,0.076919931,0.270321117,0.533430918,-0.024805073,0.013939556,0.024805073,0.013939556,-0.645390414,1.331896302,40.31433412,22.65520195,1-sigma propagated from slope standard error,Run36_analysis.png,ok
Run01.mca,300,10/13/2025 15:52,45943.66,10/13/2025,3:52:25 PM,9.998424,9.84 x 1.0161,495,1298,1024,142.7928682,187.3466475,209.3614561,27,0.087874191,0.169704829,0.428113555,-0.019566557,0.012607852,0.019566557,0.012607852,0.268959201,2.508046539,51.10761117,32.93155827,1-sigma propagated from slope standard error,Run01_analysis.png,ok
Run02.mca,300,10/13/2025 16:01,45943.67,10/13/2025,4:01:23 PM,9.998424,9.84 x 1.0161,743,1824,1024,148.0344893,219.3205362,249.1977764,32,0.251023731,0.101488303,0.329020044,-0.021631007,0.006821702,0.021631007,0.006821702,1.728665044,1.590282725,46.22993225,14.57938714,1-sigma propagated from slope standard error,Run02_analysis.png,ok
Run03.mca,300,10/13/2025 16:08,45943.67,10/13/2025,4:08:31 PM,9.998424,9.84 x 1.0161,935,2197,1024,139.6478955,178.9600537,222.9896709,79,0.152411907,0.257387591,0.51388032,-0.016660475,0.004477391,0.016660475,0.004477391,0.069812977,0.899949314,60.02229888,16.13058943,1-sigma propagated from slope standard error,Run03_analysis.png,ok
Run04.mca,301.989,10/13/2025 16:20,45943.68,10/13/2025,4:20:54 PM,9.998424,9.84 x 1.0161,1332,2948,1024,149.6069756,165.3318389,185.7741612,40,0.165650072,0.187095441,0.44378212,-0.031853273,0.011596864,0.031853273,0.011596864,2.795457594,2.037073153,31.3939477,11.42963689,1-sigma propagated from slope standard error,Run04_analysis.png,ok
Run05.mca,240,10/13/2025 16:27,45943.69,10/13/2025,4:27:18 PM,9.998424,9.84 x 1.0161,33,174,1024,146.9861651,152.7519483,243.9561553,10,0.465009508,0.036370241,0.213220077,0.006738162,0.002555281,-0.006738162,0.002555281,-5.05279999,0.482652516,-148.408413,56.28020139,1-sigma propagated from slope standard error,Run05_analysis.png,ok
Run06.mca,240,10/13/2025 16:33,45943.69,10/13/2025,4:33:32 PM,9.998424,9.84 x 1.0161,33,135,1024,146.9861651,160.6143799,230.3279405,15,0.993464866,0.000256263,0.017195584,0.00928901,0.000208953,-0.00928901,0.000208953,-5.58821432,0.039978096,-107.6541014,2.42164171,1-sigma propagated from slope standard error,Run06_analysis.png,ok
Run07.mca,240,10/13/2025 16:47,45943.70,10/13/2025,4:47:23 PM,9.998424,9.84 x 1.0161,141,505,1024,145.9378408,187.8708096,243.4319932,18,0.995791122,5.33E-05,0.007740603,0.008252281,0.000134126,-0.008252281,0.000134126,-5.368251313,0.027169614,-121.1786106,1.969541044,1-sigma propagated from slope standard error,Run07_analysis.png,ok
Run08.mca,240,10/13/2025 16:53,45943.70,10/13/2025,4:53:42 PM,9.998424,9.84 x 1.0161,345,918,1024,149.0828135,200.4507002,222.4655088,18,0.436490278,0.091949694,0.321626189,-0.04519957,0.012839193,0.04519957,0.012839193,6.20306671,2.707040027,22.12410424,6.284476752,1-sigma propagated from slope standard error,Run08_analysis.png,ok
Run09.mca,240,10/13/2025 17:07,45943.71,10/13/2025,5:07:34 PM,9.998424,9.84 x 1.0161,130,497,1024,134.4062744,183.1533506,249.1977764,15,0.994302006,0.000128096,0.012157405,0.008327256,0.000174836,-0.008327256,0.000174836,-5.387148774,0.035758438,-120.0875729,2.521321537,1-sigma propagated from slope standard error,Run09_analysis.png,ok
Run10.mca,299.445939,10/13/2025 17:16,45943.72,10/13/2025,5:16:37 PM,15.500074,14.27 x 1.0862,731,727,1024,121.8263838,155.8969209,187.8708096,39,0.460803789,0.133339945,0.374896666,0.036479964,0.006487374,-0.036479964,0.006487374,-10.19863379,1.120564067,-27.41230797,4.874837414,1-sigma propagated from slope standard error,Run10_analysis.png,ok
Run11.mca,242.266,10/13/2025 17:27,45943.73,10/13/2025,5:27:36 PM,15.500074,14.27 x 1.0862,1078,1080,1024,118.157249,160.6143799,189.967458,45,0.062472809,0.21893959,0.478667763,-0.014517177,0.00857619,0.014517177,0.00857619,-0.768685373,1.507914372,68.88391454,40.69396524,1-sigma propagated from slope standard error,Run11_analysis.png,ok
Run12.mca,510.269,10/13/2025 17:51,45943.74,10/13/2025,5:51:36 PM,15.500074,14.27 x 1.0862,2371,2384,1024,121.3022217,185.2499991,210.9339424,47,0.064708384,0.319594767,0.577753389,-0.019715329,0.011173546,0.019715329,0.011173546,0.534412867,2.214433165,50.72195277,28.74636601,1-sigma propagated from slope standard error,Run12_analysis.png,ok
Run01_test.mca,190.364817,10/14/2025 12:11,45944.51,10/14/2025,12:11:23 PM,15.500074,14.27 x 1.0862,18275,18135,1024,120.7780596,124.4471944,230.8521026,204,0.705188928,0.0360063,0.190690321,0.009507583,0.000432527,-0.009507583,0.000432527,-1.976422009,0.077989611,-105.1791973,4.784905002,1-sigma propagated from slope standard error,Run01_test_analysis.png,ok
Run02_Janileesettings.mca,102.293854,10/14/2025 12:18,45944.51,10/14/2025,12:18:04 PM,10.001376,9.84 x 1.0164,12219,11732,1024,143.3170303,149.0828135,246.5769659,187,0.359093983,0.115066163,0.341042697,-0.008973674,0.000881409,0.008973674,0.000881409,1.366600596,0.176143559,111.4370721,10.94553362,1-sigma propagated from slope standard error,Run02_Janileesettings_analysis.png,ok
Run03.mca,180,10/14/2025 12:23,45944.52,10/14/2025,12:23:04 PM,10.001376,9.84 x 1.0164,20259,20262,1024,139.1237334,146.9861651,249.7219385,197,0.533552977,0.064408284,0.255086028,-0.009105899,0.000609702,0.009105899,0.000609702,1.344559431,0.122294907,109.8189169,7.353129922,1-sigma propagated from slope standard error,Run03_analysis.png,ok
Run04.mca,180,10/14/2025 12:32,45944.52,10/14/2025,12:32:26 PM,10.001376,9.84 x 1.0164,19953,19997,1024,148.0344893,150.1311377,249.7219385,191,0.486185772,0.066191518,0.258634796,-0.00865958,0.000647542,0.00865958,0.000647542,1.258316077,0.13080642,115.4790453,8.635236243,1-sigma propagated from slope standard error,Run04_analysis.png,ok
Run05.mca,180,10/14/2025 12:40,45944.53,10/14/2025,12:40:31 PM,10.001376,9.84 x 1.0164,22349,22408,1024,148.5586514,150.6552998,249.1977764,189,0.443307806,0.060458475,0.247194438,-0.007672608,0.000628749,0.007672608,0.000628749,1.189867689,0.126983021,130.3337846,10.68048758,1-sigma propagated from slope standard error,Run05_analysis.png,ok
Run06.mca,180,10/14/2025 12:44,45944.53,10/14/2025,12:44:59 PM,10.001376,9.84 x 1.0164,25089,25117,1024,149.6069756,152.2277862,249.7219385,187,0.511304279,0.062609162,0.251567125,-0.009045425,0.000650164,0.009045425,0.000650164,1.569801939,0.131955202,110.5531203,7.946295201,1-sigma propagated from slope standard error,Run06_analysis.png,ok
Run07.mca,180,10/14/2025 12:51,45944.54,10/14/2025,12:51:28 PM,10.001376,9.84 x 1.0164,26872,26906,1024,147.5103272,151.703624,249.1977764,187,0.517692928,0.04744411,0.218990911,-0.007975447,0.000565972,0.007975447,0.000565972,1.42448444,0.114574154,125.3848153,8.897843833,1-sigma propagated from slope standard error,Run07_analysis.png,ok
Run08.mca,180,10/14/2025 12:57,45944.54,10/14/2025,12:57:20 PM,10.001376,9.84 x 1.0164,29134,29195,1024,148.5586514,152.7519483,249.7219385,186,0.580213211,0.032606301,0.181550866,-0.007543077,0.000472999,0.007543077,0.000472999,1.419555449,0.09611122,132.5719001,8.313102707,1-sigma propagated from slope standard error,Run08_analysis.png,ok
Run09.mca,180,10/14/2025 13:03,45944.54,10/14/2025,1:03:31 PM,10.001376,9.84 x 1.0164,31216,31266,1024,143.8411924,148.0344893,249.7219385,195,0.580286245,0.042016987,0.206039792,-0.008168703,0.000500069,0.008168703,0.000500069,1.598726488,0.100541376,122.4184602,7.494173112,1-sigma propagated from slope standard error,Run09_analysis.png,ok
Run10.mca,180,10/14/2025 13:10,45944.55,10/14/2025,1:10:01 PM,10.001376,9.84 x 1.0164,32716,32722,1024,140.6962197,145.4136787,249.7219385,200,0.550241195,0.048740468,0.221884646,-0.008069228,0.000518457,0.008069228,0.000518457,1.60451367,0.103625049,123.9275901,7.96248625,1-sigma propagated from slope standard error,Run10_analysis.png,ok
Run11.mca,180,10/14/2025 13:16,45944.55,10/14/2025,1:16:33 PM,10.001376,9.84 x 1.0164,29361,29427,1024,140.6962197,155.8969209,248.6736143,178,0.609697794,0.037971345,0.195966419,-0.009042669,0.00054536,0.009042669,0.00054536,1.698336921,0.11129189,110.5868152,6.66945288,1-sigma propagated from slope standard error,Run11_analysis.png,ok
Run12.mca,180,10/14/2025 13:22,45944.56,10/14/2025,1:22:19 PM,10.001376,9.84 x 1.0164,26245,26249,1024,149.6069756,151.703624,249.7219385,188,0.534695481,0.044467378,0.212003589,-0.007946551,0.000543548,0.007946551,0.000543548,1.370982502,0.110187189,125.8407573,8.607563382,1-sigma propagated from slope standard error,Run12_analysis.png,ok
Run13.mca,180,10/14/2025 13:27,45944.56,10/14/2025,1:27:44 PM,10.001376,9.84 x 1.0164,23576,23606,1024,142.2687061,148.0344893,249.7219385,195,0.585751803,0.046682803,0.217178641,-0.008707652,0.000527104,0.008707652,0.000527104,1.411062141,0.105976807,114.8415211,6.951744114,1-sigma propagated from slope standard error,Run13_analysis.png,ok
Run14.mca,180,10/14/2025 13:34,45944.57,10/14/2025,1:34:14 PM,10.001376,9.84 x 1.0164,22060,22106,1024,149.0828135,151.1794619,248.6736143,187,0.575012937,0.046375612,0.2165109,-0.008852896,0.000559562,0.008852896,0.000559562,1.380235201,0.112986218,112.9573819,7.139664444,1-sigma propagated from slope standard error,Run14_analysis.png,ok
Run15.mca,180,10/14/2025 13:43,45944.57,10/14/2025,1:43:20 PM,10.001376,9.84 x 1.0164,20157,20188,1024,139.6478955,144.8895166,249.7219385,201,0.427577397,0.073439889,0.272356345,-0.007701039,0.000631646,0.007701039,0.000631646,1.074269057,0.126099284,129.8526132,10.65062694,1-sigma propagated from slope standard error,Run15_analysis.png,ok
